file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
L001-LESSON,0.0,94.3004081632653,mfa_corpus,-36.2521374602333,-62.37031824835415,2.5196471698299425,22.17852936686488
